file name,emotions,happy,angry,sad,neutral,fearful,surprised,disgusted,cluster
scary0096.jpg," , Sad",0,0,1,0,0,0,0,0
actions0178.jpeg, ,0,0,0,0,0,0,0,0
scary0082.jpg," , Angry, Fearful",0,1,0,0,1,0,0,4
sad0032.jpeg, ,0,0,0,0,0,0,0,0
suprised0026.jpg," , Surprised",0,0,0,0,0,1,0,2
actions0197.jpeg, ,0,0,0,0,0,0,0,0
suprised0005.jpeg," , Surprised",0,0,0,0,0,1,0,2
suprised0032.jpg," , Surprised",0,0,0,0,0,1,0,2
scary0055.jpg, ,0,0,0,0,0,0,0,0
scary0041.jpg, ,0,0,0,0,0,0,0,0
scary0069.jpg, ,0,0,0,0,0,0,0,0
bored0149.jpeg, ,0,0,0,0,0,0,0,0
actions0085.jpeg, ,0,0,0,0,0,0,0,0
suprised0052.jpeg, ,0,0,0,0,0,0,0,0
moviescene0087.jpg, ,0,0,0,0,0,0,0,0
sad0065.jpeg, ,0,0,0,0,0,0,0,0
actions0071.jpg," , Fearful",0,0,0,0,1,0,0,4
moviescene0078.jpg, ,0,0,0,0,0,0,0,0
actions0065.jpg, ,0,0,0,0,0,0,0,0
moviescene0050.jpg," , Angry, Happy, Neutral",1,1,0,1,0,0,0,5
moviescene0044.jpg," , Fearful, Happy, Happy",2,0,0,0,1,0,0,6
actions0059.jpg," , Neutral",0,0,0,1,0,0,0,5
happy0063.jpg, ,0,0,0,0,0,0,0,0
actions0139.jpeg, ,0,0,0,0,0,0,0,0
actions0093.jpeg, ,0,0,0,0,0,0,0,0
happy0077.jpg," , Angry",0,1,0,0,0,0,0,0
sad0073.jpeg, ,0,0,0,0,0,0,0,0
suprised0044.jpeg," , Happy",1,0,0,0,0,0,0,6
bored0108.jpeg, ,0,0,0,0,0,0,0,0
sad0058.jpg, ,0,0,0,0,0,0,0,0
sad0064.jpg, ,0,0,0,0,0,0,0,0
suprised0013.jpeg," , Surprised, Surprised, Surprised, Surprised, Surprised",0,0,0,0,0,5,0,2
actions0181.jpeg, ,0,0,0,0,0,0,0,0
sad0024.jpeg, ,0,0,0,0,0,0,0,0
sad0070.jpg, ,0,0,0,0,0,0,0,0
scary0121.jpg, ,0,0,0,0,0,0,0,0
scary0135.jpg, ,0,0,0,0,0,0,0,0
scary0109.jpg, ,0,0,0,0,0,0,0,0
suprised0068.jpeg, ,0,0,0,0,0,0,0,0
scary0108.jpg," , Angry",0,1,0,0,0,0,0,0
actions0050.jpeg, ,0,0,0,0,0,0,0,0
happy0030.jpeg," , Happy",1,0,0,0,0,0,0,6
actions0115.jpeg, ,0,0,0,0,0,0,0,0
scary0134.jpg," , Neutral, Neutral",0,0,0,2,0,0,0,5
scary0120.jpg, ,0,0,0,0,0,0,0,0
sad0071.jpg, ,0,0,0,0,0,0,0,0
bored0124.jpeg," , Fearful",0,0,0,0,1,0,0,4
sad0065.jpg, ,0,0,0,0,0,0,0,0
sad0059.jpg, ,0,0,0,0,0,0,0,0
bored0061.jpeg, ,0,0,0,0,0,0,0,0
moviescene0021.jpeg, ,0,0,0,0,0,0,0,0
actions0007.jpeg," , Neutral",0,0,0,1,0,0,0,5
sad0008.jpeg, ,0,0,0,0,0,0,0,0
actions0142.jpeg, ,0,0,0,0,0,0,0,0
happy0067.jpeg, ,0,0,0,0,0,0,0,0
bored0173.jpeg, ,0,0,0,0,0,0,0,0
bored0036.jpeg," , Neutral",0,0,0,1,0,0,0,5
happy0076.jpg," , Happy",1,0,0,0,0,0,0,6
happy0062.jpg, ,0,0,0,0,0,0,0,0
moviescene0045.jpg, ,0,0,0,0,0,0,0,0
suprised0029.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0058.jpg, ,0,0,0,0,0,0,0,0
moviescene0051.jpg," , Neutral, Neutral, Surprised",0,0,0,2,0,1,0,5
actions0011.jpeg," , Fearful, Sad, Sad",0,0,2,0,1,0,0,4
moviescene0079.jpg, ,0,0,0,0,0,0,0,0
actions0154.jpeg, ,0,0,0,0,0,0,0,0
actions0064.jpg," , Angry, Angry, Happy, Happy, Neutral, Neutral",2,2,0,2,0,0,0,5
actions0070.jpg, ,0,0,0,0,0,0,0,0
moviescene0086.jpg," , Fearful, Fearful, Fearful, Happy",1,0,0,0,3,0,0,4
bored0165.jpeg," , Surprised",0,0,0,0,0,1,0,2
moviescene0060.jpeg, ,0,0,0,0,0,0,0,0
bored0020.jpeg, ,0,0,0,0,0,0,0,0
sad0049.jpeg, ,0,0,0,0,0,0,0,0
actions0046.jpeg, ,0,0,0,0,0,0,0,0
scary0068.jpg," , Happy",1,0,0,0,0,0,0,6
scary0040.jpg," , Fearful",0,0,0,0,1,0,0,4
scary0054.jpg, ,0,0,0,0,0,0,0,0
actions0103.jpeg, ,0,0,0,0,0,0,0,0
happy0026.jpeg, ,0,0,0,0,0,0,0,0
suprised0033.jpg," , Surprised",0,0,0,0,0,1,0,2
bored0132.jpeg," , Neutral",0,0,0,1,0,0,0,5
bored0098.jpeg, ,0,0,0,0,0,0,0,0
suprised0027.jpg," , Surprised",0,0,0,0,0,1,0,2
moviescene0037.jpeg, ,0,0,0,0,0,0,0,0
bored0077.jpeg, ,0,0,0,0,0,0,0,0
scary0083.jpg," , Angry",0,1,0,0,0,0,0,0
scary0097.jpg, ,0,0,0,0,0,0,0,0
scary0081.jpg, ,0,0,0,0,0,0,0,0
suprised0019.jpg, ,0,0,0,0,0,0,0,0
scary0095.jpg," , Disgusted",0,0,0,0,0,0,1,0
moviescene0040.jpeg, ,0,0,0,0,0,0,0,0
bored0145.jpeg, ,0,0,0,0,0,0,0,0
suprised0031.jpg," , Happy",1,0,0,0,0,0,0,6
suprised0025.jpg," , Happy",1,0,0,0,0,0,0,6
scary0042.jpg, ,0,0,0,0,0,0,0,0
happy0051.jpeg, ,0,0,0,0,0,0,0,0
actions0174.jpeg, ,0,0,0,0,0,0,0,0
scary0056.jpg," , Happy",1,0,0,0,0,0,0,6
suprised0009.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0031.jpeg, ,0,0,0,0,0,0,0,0
moviescene0017.jpeg, ,0,0,0,0,0,0,0,0
bored0057.jpeg, ,0,0,0,0,0,0,0,0
moviescene0084.jpg, ,0,0,0,0,0,0,0,0
bored0112.jpeg, ,0,0,0,0,0,0,0,0
actions0066.jpg, ,0,0,0,0,0,0,0,0
actions0123.jpeg, ,0,0,0,0,0,0,0,0
actions0089.jpeg, ,0,0,0,0,0,0,0,0
sad0086.jpeg, ,0,0,0,0,0,0,0,0
happy0006.jpeg, ,0,0,0,0,0,0,0,0
sad0069.jpeg, ,0,0,0,0,0,0,0,0
actions0066.jpeg, ,0,0,0,0,0,0,0,0
moviescene0047.jpg, ,0,0,0,0,0,0,0,0
moviescene0053.jpg," , Surprised",0,0,0,0,0,1,0,2
happy0074.jpg, ,0,0,0,0,0,0,0,0
bored0041.jpeg, ,0,0,0,0,0,0,0,0
happy0060.jpg, ,0,0,0,0,0,0,0,0
moviescene0001.jpeg," , Fearful, Happy",1,0,0,0,1,0,0,4
happy0048.jpg, ,0,0,0,0,0,0,0,0
bored0104.jpeg, ,0,0,0,0,0,0,0,0
sad0090.jpeg, ,0,0,0,0,0,0,0,0
happy0010.jpeg," , Happy",1,0,0,0,0,0,0,6
actions0135.jpeg, ,0,0,0,0,0,0,0,0
suprised0048.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0070.jpeg, ,0,0,0,0,0,0,0,0
bored0016.jpeg, ,0,0,0,0,0,0,0,0
moviescene0056.jpeg," , Happy",1,0,0,0,0,0,0,6
bored0249.jpg," , Happy",1,0,0,0,0,0,0,6
bored0153.jpeg, ,0,0,0,0,0,0,0,0
sad0067.jpg, ,0,0,0,0,0,0,0,0
scary0136.jpg, ,0,0,0,0,0,0,0,0
actions0162.jpeg, ,0,0,0,0,0,0,0,0
scary0122.jpg," , Fearful, Fearful",0,0,0,0,2,0,0,4
happy0047.jpeg," , Happy",1,0,0,0,0,0,0,6
actions0027.jpeg, ,0,0,0,0,0,0,0,0
sad0028.jpeg, ,0,0,0,0,0,0,0,0
bored0128.jpeg, ,0,0,0,0,0,0,0,0
bored0082.jpeg," , Fearful",0,0,0,0,1,0,0,4
scary0123.jpg, ,0,0,0,0,0,0,0,0
scary0137.jpg, ,0,0,0,0,0,0,0,0
sad0053.jpeg, ,0,0,0,0,0,0,0,0
sad0066.jpg," , Fearful",0,0,0,0,1,0,0,4
suprised0064.jpeg," , Surprised",0,0,0,0,0,1,0,2
bored0248.jpg, ,0,0,0,0,0,0,0,0
actions0119.jpeg, ,0,0,0,0,0,0,0,0
suprised0033.jpeg, ,0,0,0,0,0,0,0,0
happy0049.jpg," , Happy, Happy",2,0,0,0,0,0,0,6
sad0004.jpeg, ,0,0,0,0,0,0,0,0
happy0061.jpg, ,0,0,0,0,0,0,0,0
happy0075.jpg," , Happy, Neutral, Sad",1,0,1,1,0,0,0,5
moviescene0052.jpg, ,0,0,0,0,0,0,0,0
bored0169.jpeg, ,0,0,0,0,0,0,0,0
moviescene0046.jpg, ,0,0,0,0,0,0,0,0
actions0067.jpg, ,0,0,0,0,0,0,0,0
sad0012.jpeg, ,0,0,0,0,0,0,0,0
suprised0025.jpeg, ,0,0,0,0,0,0,0,0
moviescene0085.jpg, ,0,0,0,0,0,0,0,0
actions0158.jpeg, ,0,0,0,0,0,0,0,0
bored0094.jpeg, ,0,0,0,0,0,0,0,0
scary0057.jpg," , Happy",1,0,0,0,0,0,0,6
scary0043.jpg," , Neutral",0,0,0,1,0,0,0,5
suprised0024.jpg, ,0,0,0,0,0,0,0,0
suprised0072.jpeg," , Surprised",0,0,0,0,0,1,0,2
suprised0030.jpg," , Surprised",0,0,0,0,0,1,0,2
sad0045.jpeg, ,0,0,0,0,0,0,0,0
suprised0018.jpg," , Surprised",0,0,0,0,0,1,0,2
sad0100.jpeg, ,0,0,0,0,0,0,0,0
scary0094.jpg, ,0,0,0,0,0,0,0,0
scary0080.jpg," , Fearful, Sad",0,0,1,0,1,0,0,4
suprised0034.jpg," , Surprised",0,0,0,0,0,1,0,2
suprised0073.jpeg, ,0,0,0,0,0,0,0,0
suprised0020.jpg," , Surprised",0,0,0,0,0,1,0,2
sad0044.jpeg, ,0,0,0,0,0,0,0,0
suprised0008.jpg, ,0,0,0,0,0,0,0,0
sad0101.jpeg, ,0,0,0,0,0,0,0,0
scary0084.jpg," , Angry, Fearful",0,1,0,0,1,0,0,4
scary0090.jpg, ,0,0,0,0,0,0,0,0
bored0095.jpeg, ,0,0,0,0,0,0,0,0
scary0047.jpg, ,0,0,0,0,0,0,0,0
scary0053.jpg," , Angry, Fearful",0,1,0,0,1,0,0,4
sad0013.jpeg, ,0,0,0,0,0,0,0,0
moviescene0081.jpg, ,0,0,0,0,0,0,0,0
suprised0024.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0159.jpeg," , Neutral",0,0,0,1,0,0,0,5
moviescene0042.jpg, ,0,0,0,0,0,0,0,0
bored0168.jpeg, ,0,0,0,0,0,0,0,0
moviescene0056.jpg," , Fearful",0,0,0,0,1,0,0,4
actions0063.jpg, ,0,0,0,0,0,0,0,0
suprised0032.jpeg," , Surprised",0,0,0,0,0,1,0,2
happy0059.jpg, ,0,0,0,0,0,0,0,0
sad0005.jpeg, ,0,0,0,0,0,0,0,0
happy0071.jpg," , Happy",1,0,0,0,0,0,0,6
happy0065.jpg, ,0,0,0,0,0,0,0,0
sad0052.jpeg, ,0,0,0,0,0,0,0,0
sad0062.jpg, ,0,0,0,0,0,0,0,0
suprised0065.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0118.jpeg," , Fearful",0,0,0,0,1,0,0,4
bored0129.jpeg, ,0,0,0,0,0,0,0,0
bored0083.jpeg, ,0,0,0,0,0,0,0,0
scary0133.jpg, ,0,0,0,0,0,0,0,0
scary0127.jpg," , Neutral",0,0,0,1,0,0,0,5
scary0126.jpg, ,0,0,0,0,0,0,0,0
actions0163.jpeg," , Sad",0,0,1,0,0,0,0,0
scary0132.jpg," , Angry",0,1,0,0,0,0,0,0
happy0046.jpeg, ,0,0,0,0,0,0,0,0
sad0029.jpeg, ,0,0,0,0,0,0,0,0
actions0026.jpeg," , Angry",0,1,0,0,0,0,0,0
moviescene0057.jpeg," , Neutral, Neutral, Sad",0,0,1,2,0,0,0,5
bored0017.jpeg, ,0,0,0,0,0,0,0,0
sad0063.jpg, ,0,0,0,0,0,0,0,0
bored0152.jpeg, ,0,0,0,0,0,0,0,0
happy0011.jpeg, ,0,0,0,0,0,0,0,0
sad0091.jpeg, ,0,0,0,0,0,0,0,0
actions0134.jpeg," , Angry",0,1,0,0,0,0,0,0
suprised0049.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0071.jpeg, ,0,0,0,0,0,0,0,0
happy0064.jpg, ,0,0,0,0,0,0,0,0
happy0070.jpg, ,0,0,0,0,0,0,0,0
bored0040.jpeg, ,0,0,0,0,0,0,0,0
happy0058.jpg," , Happy",1,0,0,0,0,0,0,6
bored0105.jpeg, ,0,0,0,0,0,0,0,0
actions0122.jpeg, ,0,0,0,0,0,0,0,0
happy0007.jpeg, ,0,0,0,0,0,0,0,0
sad0087.jpeg, ,0,0,0,0,0,0,0,0
actions0062.jpg," , Neutral",0,0,0,1,0,0,0,5
actions0088.jpeg, ,0,0,0,0,0,0,0,0
actions0067.jpeg, ,0,0,0,0,0,0,0,0
sad0068.jpeg, ,0,0,0,0,0,0,0,0
moviescene0057.jpg," , Happy",1,0,0,0,0,0,0,6
moviescene0043.jpg, ,0,0,0,0,0,0,0,0
bored0056.jpeg, ,0,0,0,0,0,0,0,0
moviescene0016.jpeg, ,0,0,0,0,0,0,0,0
moviescene0080.jpg," , Happy",1,0,0,0,0,0,0,6
bored0113.jpeg, ,0,0,0,0,0,0,0,0
scary0052.jpg," , Fearful",0,0,0,0,1,0,0,4
happy0050.jpeg, ,0,0,0,0,0,0,0,0
actions0175.jpeg, ,0,0,0,0,0,0,0,0
scary0046.jpg," , Fearful",0,0,0,0,1,0,0,4
suprised0008.jpeg, ,0,0,0,0,0,0,0,0
actions0030.jpeg, ,0,0,0,0,0,0,0,0
scary0091.jpg, ,0,0,0,0,0,0,0,0
suprised0009.jpg, ,0,0,0,0,0,0,0,0
bored0001.jpeg," , Fearful",0,0,0,0,1,0,0,4
moviescene0041.jpeg, ,0,0,0,0,0,0,0,0
scary0085.jpg, ,0,0,0,0,0,0,0,0
bored0144.jpeg, ,0,0,0,0,0,0,0,0
suprised0021.jpg, ,0,0,0,0,0,0,0,0
suprised0035.jpg, ,0,0,0,0,0,0,0,0
suprised0023.jpg, ,0,0,0,0,0,0,0,0
bored0133.jpeg, ,0,0,0,0,0,0,0,0
bored0099.jpeg, ,0,0,0,0,0,0,0,0
suprised0037.jpg," , Surprised",0,0,0,0,0,1,0,2
bored0076.jpeg, ,0,0,0,0,0,0,0,0
moviescene0036.jpeg," , Happy",1,0,0,0,0,0,0,6
scary0093.jpg, ,0,0,0,0,0,0,0,0
scary0087.jpg, ,0,0,0,0,0,0,0,0
actions0047.jpeg, ,0,0,0,0,0,0,0,0
sad0048.jpeg, ,0,0,0,0,0,0,0,0
scary0078.jpg," , Neutral",0,0,0,1,0,0,0,5
scary0050.jpg, ,0,0,0,0,0,0,0,0
actions0102.jpeg," , Neutral, Neutral",0,0,0,2,0,0,0,5
scary0044.jpg," , Happy",1,0,0,0,0,0,0,6
happy0027.jpeg, ,0,0,0,0,0,0,0,0
bored0164.jpeg, ,0,0,0,0,0,0,0,0
moviescene0082.jpg, ,0,0,0,0,0,0,0,0
bored0021.jpeg, ,0,0,0,0,0,0,0,0
moviescene0061.jpeg," , Surprised, Surprised",0,0,0,0,0,2,0,2
moviescene0055.jpg, ,0,0,0,0,0,0,0,0
actions0048.jpg," , Sad",0,0,1,0,0,0,0,0
suprised0028.jpeg," , Surprised",0,0,0,0,0,1,0,2
moviescene0041.jpg, ,0,0,0,0,0,0,0,0
actions0010.jpeg, ,0,0,0,0,0,0,0,0
moviescene0069.jpg, ,0,0,0,0,0,0,0,0
actions0155.jpeg, ,0,0,0,0,0,0,0,0
actions0060.jpg," , Fearful, Fearful, Happy",1,0,0,0,2,0,0,4
bored0172.jpeg, ,0,0,0,0,0,0,0,0
bored0037.jpeg, ,0,0,0,0,0,0,0,0
happy0066.jpg, ,0,0,0,0,0,0,0,0
happy0072.jpg, ,0,0,0,0,0,0,0,0
sad0009.jpeg, ,0,0,0,0,0,0,0,0
actions0006.jpeg, ,0,0,0,0,0,0,0,0
actions0143.jpeg, ,0,0,0,0,0,0,0,0
happy0066.jpeg, ,0,0,0,0,0,0,0,0
bored0125.jpeg, ,0,0,0,0,0,0,0,0
sad0061.jpg, ,0,0,0,0,0,0,0,0
sad0049.jpg, ,0,0,0,0,0,0,0,0
moviescene0020.jpeg, ,0,0,0,0,0,0,0,0
bored0060.jpeg," , Happy",1,0,0,0,0,0,0,6
suprised0069.jpeg, ,0,0,0,0,0,0,0,0
scary0118.jpg, ,0,0,0,0,0,0,0,0
actions0051.jpeg, ,0,0,0,0,0,0,0,0
happy0031.jpeg, ,0,0,0,0,0,0,0,0
scary0124.jpg, ,0,0,0,0,0,0,0,0
actions0114.jpeg," , Angry",0,1,0,0,0,0,0,0
scary0130.jpg, ,0,0,0,0,0,0,0,0
scary0131.jpg, ,0,0,0,0,0,0,0,0
scary0125.jpg," , Happy",1,0,0,0,0,0,0,6
scary0119.jpg, ,0,0,0,0,0,0,0,0
sad0048.jpg, ,0,0,0,0,0,0,0,0
suprised0012.jpeg," , Neutral",0,0,0,1,0,0,0,5
actions0180.jpeg, ,0,0,0,0,0,0,0,0
sad0060.jpg, ,0,0,0,0,0,0,0,0
sad0025.jpeg, ,0,0,0,0,0,0,0,0
bored0109.jpeg," , Happy",1,0,0,0,0,0,0,6
happy0073.jpg, ,0,0,0,0,0,0,0,0
actions0138.jpeg, ,0,0,0,0,0,0,0,0
happy0067.jpg, ,0,0,0,0,0,0,0,0
actions0092.jpeg, ,0,0,0,0,0,0,0,0
sad0072.jpeg, ,0,0,0,0,0,0,0,0
suprised0045.jpeg," , Surprised",0,0,0,0,0,1,0,2
actions0061.jpg," , Neutral",0,0,0,1,0,0,0,5
moviescene0068.jpg, ,0,0,0,0,0,0,0,0
moviescene0040.jpg," , Fearful",0,0,0,0,1,0,0,4
moviescene0054.jpg, ,0,0,0,0,0,0,0,0
actions0049.jpg, ,0,0,0,0,0,0,0,0
actions0084.jpeg, ,0,0,0,0,0,0,0,0
moviescene0083.jpg, ,0,0,0,0,0,0,0,0
suprised0053.jpeg, ,0,0,0,0,0,0,0,0
sad0064.jpeg, ,0,0,0,0,0,0,0,0
scary0045.jpg, ,0,0,0,0,0,0,0,0
scary0051.jpg, ,0,0,0,0,0,0,0,0
scary0079.jpg, ,0,0,0,0,0,0,0,0
bored0148.jpeg, ,0,0,0,0,0,0,0,0
scary0086.jpg, ,0,0,0,0,0,0,0,0
actions0179.jpeg, ,0,0,0,0,0,0,0,0
scary0092.jpg, ,0,0,0,0,0,0,0,0
sad0033.jpeg, ,0,0,0,0,0,0,0,0
suprised0036.jpg," , Surprised",0,0,0,0,0,1,0,2
actions0196.jpeg," , Fearful",0,0,0,0,1,0,0,4
suprised0004.jpeg," , Surprised, Surprised",0,0,0,0,0,2,0,2
suprised0022.jpg, ,0,0,0,0,0,0,0,0
moviescene0046.jpeg, ,0,0,0,0,0,0,0,0
bored0006.jpeg, ,0,0,0,0,0,0,0,0
