danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,artist,cluster
0.578,0.447,0,-9.723,1,0.0332,0.61,0.0,0.363,0.356,129.486,audio_features,1G26zSQjp8Aug9N3lSqUWE,spotify:track:1G26zSQjp8Aug9N3lSqUWE,https://api.spotify.com/v1/tracks/1G26zSQjp8Aug9N3lSqUWE,https://api.spotify.com/v1/audio-analysis/1G26zSQjp8Aug9N3lSqUWE,344840,3,The Best Years of Our Lives,Steve Harley,2
0.497,0.568,4,-10.433,1,0.129,0.199,0.0,0.0749,0.898,163.39,audio_features,4FGHfwMHfsml5VJbrD2ARk,spotify:track:4FGHfwMHfsml5VJbrD2ARk,https://api.spotify.com/v1/tracks/4FGHfwMHfsml5VJbrD2ARk,https://api.spotify.com/v1/audio-analysis/4FGHfwMHfsml5VJbrD2ARk,257373,4,Polkarama!,"""Weird Al"" Yankovic",2
0.782,0.631,4,-9.448,0,0.0389,0.14,0.0,0.0909,0.658,121.025,audio_features,0C9LBRWgjufV0lU8QvurZJ,spotify:track:0C9LBRWgjufV0lU8QvurZJ,https://api.spotify.com/v1/tracks/0C9LBRWgjufV0lU8QvurZJ,https://api.spotify.com/v1/audio-analysis/0C9LBRWgjufV0lU8QvurZJ,214220,4,Zmaj,Maya Berovic,2
0.409,0.352,0,-8.379,1,0.0293,0.773,1.02e-06,0.0926,0.52,97.836,audio_features,4MdhzEURIwuPDSrnz3kUJJ,spotify:track:4MdhzEURIwuPDSrnz3kUJJ,https://api.spotify.com/v1/tracks/4MdhzEURIwuPDSrnz3kUJJ,https://api.spotify.com/v1/audio-analysis/4MdhzEURIwuPDSrnz3kUJJ,158133,1,El Pecador,Javier Solís,3
0.687,0.546,1,-13.884,0,0.0738,0.0654,0.0,0.103,0.0755,119.994,audio_features,4nlxDEbl1RfDpK9YBlwHOa,spotify:track:4nlxDEbl1RfDpK9YBlwHOa,https://api.spotify.com/v1/tracks/4nlxDEbl1RfDpK9YBlwHOa,https://api.spotify.com/v1/audio-analysis/4nlxDEbl1RfDpK9YBlwHOa,184130,4,GOTHAM,Halogic,2
0.155,0.0515,10,-26.058,1,0.0434,0.974,0.952,0.106,0.0371,71.405,audio_features,0MAXHRBvH3yjPrmaIk0ela,spotify:track:0MAXHRBvH3yjPrmaIk0ela,https://api.spotify.com/v1/tracks/0MAXHRBvH3yjPrmaIk0ela,https://api.spotify.com/v1/audio-analysis/0MAXHRBvH3yjPrmaIk0ela,111522,3,Wading in dreams,Elevie J,5
0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,audio_features,2SL6oP2YAEQbqsrkOzRGO4,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,https://api.spotify.com/v1/tracks/2SL6oP2YAEQbqsrkOzRGO4,https://api.spotify.com/v1/audio-analysis/2SL6oP2YAEQbqsrkOzRGO4,269554,4,Venom - Music From The Motion Picture,Eminem,3
0.743,0.749,7,-4.9,1,0.194,0.0303,0.0907,0.399,0.544,174.961,audio_features,1uG8J7iExnIQyv7ajHRCjX,spotify:track:1uG8J7iExnIQyv7ajHRCjX,https://api.spotify.com/v1/tracks/1uG8J7iExnIQyv7ajHRCjX,https://api.spotify.com/v1/audio-analysis/1uG8J7iExnIQyv7ajHRCjX,251583,4,Go Tell Your Friends,Dub Pistols,0
0.389,0.677,5,-9.421,0,0.156,0.581,1.63e-06,0.375,0.636,163.085,audio_features,6E8jqiKej8Tv37A4s95R8b,spotify:track:6E8jqiKej8Tv37A4s95R8b,https://api.spotify.com/v1/tracks/6E8jqiKej8Tv37A4s95R8b,https://api.spotify.com/v1/audio-analysis/6E8jqiKej8Tv37A4s95R8b,189133,4,"Every Day I Have The Blues - Live At The Regal Theater, Chicago, 1964",B.B. King,0
0.379,0.276,0,-9.951,1,0.0318,0.577,0.0,0.0842,0.231,123.792,audio_features,7rJlIt0X1SZXLyCNOerJWu,spotify:track:7rJlIt0X1SZXLyCNOerJWu,https://api.spotify.com/v1/tracks/7rJlIt0X1SZXLyCNOerJWu,https://api.spotify.com/v1/audio-analysis/7rJlIt0X1SZXLyCNOerJWu,248347,4,El-Shaddai,Amy Grant,2
0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021,audio_features,6cREm4bV7V79Yxdilx9HDo,spotify:track:6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/tracks/6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/audio-analysis/6cREm4bV7V79Yxdilx9HDo,215160,4,Once In a While,Timeflies,3
0.193,0.322,2,-11.011,1,0.0425,0.524,1.53e-05,0.0807,0.297,61.508,audio_features,5SFsenqWlLzPW2YZgGhUhl,spotify:track:5SFsenqWlLzPW2YZgGhUhl,https://api.spotify.com/v1/tracks/5SFsenqWlLzPW2YZgGhUhl,https://api.spotify.com/v1/audio-analysis/5SFsenqWlLzPW2YZgGhUhl,171867,4,First Of May,Bee Gees,2
0.875,0.56,2,-6.653,1,0.0752,0.65,2.13e-05,0.119,0.967,112.973,audio_features,7xXDRIOwyGn5q7e1dBc2o7,spotify:track:7xXDRIOwyGn5q7e1dBc2o7,https://api.spotify.com/v1/tracks/7xXDRIOwyGn5q7e1dBc2o7,https://api.spotify.com/v1/audio-analysis/7xXDRIOwyGn5q7e1dBc2o7,169787,4,Nada Mejor,Adan Romero,3
0.606,0.371,8,-12.026,1,0.0285,0.627,5.96e-05,0.265,0.419,77.863,audio_features,1uDomLpzVMPDh3yTRPHGwd,spotify:track:1uDomLpzVMPDh3yTRPHGwd,https://api.spotify.com/v1/tracks/1uDomLpzVMPDh3yTRPHGwd,https://api.spotify.com/v1/audio-analysis/1uDomLpzVMPDh3yTRPHGwd,221467,4,Do You Wanna Dance,Walter Beasley,6
0.459,0.849,5,-6.35,1,0.0295,0.000101,0.000923,0.104,0.34,144.99,audio_features,3gkV5d2zom0u3g8JzweWKx,spotify:track:3gkV5d2zom0u3g8JzweWKx,https://api.spotify.com/v1/tracks/3gkV5d2zom0u3g8JzweWKx,https://api.spotify.com/v1/audio-analysis/3gkV5d2zom0u3g8JzweWKx,260760,4,Who You Gonna Run To?,Solid Gold,0
0.612,0.257,7,-15.229,1,0.0536,0.338,0.0,0.0674,0.477,76.22,audio_features,3Cm5dmc7D8b49sa567pQwX,spotify:track:3Cm5dmc7D8b49sa567pQwX,https://api.spotify.com/v1/tracks/3Cm5dmc7D8b49sa567pQwX,https://api.spotify.com/v1/audio-analysis/3Cm5dmc7D8b49sa567pQwX,234067,4,The Song Is You,Bing Crosby,6
0.686,0.606,5,-6.254,0,0.109,0.00147,3.15e-05,0.279,0.556,133.741,audio_features,6Zrk0AN8m6kxoIp9KcSydJ,spotify:track:6Zrk0AN8m6kxoIp9KcSydJ,https://api.spotify.com/v1/tracks/6Zrk0AN8m6kxoIp9KcSydJ,https://api.spotify.com/v1/audio-analysis/6Zrk0AN8m6kxoIp9KcSydJ,213027,4,Good For Each Other,J. Holiday,0
0.141,0.0246,6,-26.764,0,0.0435,0.947,0.803,0.117,0.0378,73.344,audio_features,2uor40ot97pO2AtErvoz94,spotify:track:2uor40ot97pO2AtErvoz94,https://api.spotify.com/v1/tracks/2uor40ot97pO2AtErvoz94,https://api.spotify.com/v1/audio-analysis/2uor40ot97pO2AtErvoz94,248280,4,Positive Thinking,Meditation Music Zone,5
0.628,0.312,7,-13.396,1,0.0321,0.802,1.45e-06,0.101,0.559,124.692,audio_features,6owwZC8gUvrBuygvOHaYXb,spotify:track:6owwZC8gUvrBuygvOHaYXb,https://api.spotify.com/v1/tracks/6owwZC8gUvrBuygvOHaYXb,https://api.spotify.com/v1/audio-analysis/6owwZC8gUvrBuygvOHaYXb,295107,4,Mania De Você,Rita Lee,6
0.441,0.335,4,-8.238,1,0.0659,0.637,2.02e-06,0.167,0.938,188.964,audio_features,2uzVGE2nCKOWodQmbIj0Hz,spotify:track:2uzVGE2nCKOWodQmbIj0Hz,https://api.spotify.com/v1/tracks/2uzVGE2nCKOWodQmbIj0Hz,https://api.spotify.com/v1/audio-analysis/2uzVGE2nCKOWodQmbIj0Hz,154320,3,Corrido Villista,Antonio Aguilar,0
0.332,0.696,10,-4.363,1,0.0324,0.00974,0.0,0.0953,0.36,179.925,audio_features,6tEFmKVrMoaUYDHsPWOfRz,spotify:track:6tEFmKVrMoaUYDHsPWOfRz,https://api.spotify.com/v1/tracks/6tEFmKVrMoaUYDHsPWOfRz,https://api.spotify.com/v1/audio-analysis/6tEFmKVrMoaUYDHsPWOfRz,226813,4,A Million Raindrops,Bebo Norman,4
0.63,0.753,0,-7.241,0,0.0386,0.301,0.924,0.0984,0.276,124.988,audio_features,5r3EWd41Lr19C8kN7D234F,spotify:track:5r3EWd41Lr19C8kN7D234F,https://api.spotify.com/v1/tracks/5r3EWd41Lr19C8kN7D234F,https://api.spotify.com/v1/audio-analysis/5r3EWd41Lr19C8kN7D234F,364847,4,Reverse Side of the Moon - Mario Kassar Remix,K.Oshkin,3
0.662,0.529,4,-14.465,0,0.0315,0.766,0.972,0.306,0.601,74.409,audio_features,3UyatJiXX4BnNBkEoQf4ic,spotify:track:3UyatJiXX4BnNBkEoQf4ic,https://api.spotify.com/v1/tracks/3UyatJiXX4BnNBkEoQf4ic,https://api.spotify.com/v1/audio-analysis/3UyatJiXX4BnNBkEoQf4ic,103067,1,Theme II,Clan of Xymox,2
0.602,0.863,7,-9.027,1,0.0528,0.343,0.0,0.0783,0.955,78.304,audio_features,5VfintAgTh9CjsTQig2LLt,spotify:track:5VfintAgTh9CjsTQig2LLt,https://api.spotify.com/v1/tracks/5VfintAgTh9CjsTQig2LLt,https://api.spotify.com/v1/audio-analysis/5VfintAgTh9CjsTQig2LLt,175361,4,En Obehaglig Konfrontation,Jävlaranamma,6
0.49,0.58,10,-5.677,1,0.0427,0.215,2.25e-06,0.0954,0.207,85.133,audio_features,4KRkanYEoxAEBY5HDtYGU6,spotify:track:4KRkanYEoxAEBY5HDtYGU6,https://api.spotify.com/v1/tracks/4KRkanYEoxAEBY5HDtYGU6,https://api.spotify.com/v1/audio-analysis/4KRkanYEoxAEBY5HDtYGU6,183893,4,The Little Things (feat. Angela McCluskey) - Kasbo Remix,Big Gigantic,4
0.753,0.529,11,-7.712,1,0.105,0.00427,7.17e-05,0.273,0.0537,126.965,audio_features,1o0EzsBSHobtC9LjtqtF6e,spotify:track:1o0EzsBSHobtC9LjtqtF6e,https://api.spotify.com/v1/tracks/1o0EzsBSHobtC9LjtqtF6e,https://api.spotify.com/v1/audio-analysis/1o0EzsBSHobtC9LjtqtF6e,275504,4,False Advertisement,Hopsin,4
0.563,0.78,10,-6.663,1,0.0782,0.00525,8.16e-06,0.418,0.317,83.913,audio_features,4X4v3KtkUXwXvDBw5KS9cp,spotify:track:4X4v3KtkUXwXvDBw5KS9cp,https://api.spotify.com/v1/tracks/4X4v3KtkUXwXvDBw5KS9cp,https://api.spotify.com/v1/audio-analysis/4X4v3KtkUXwXvDBw5KS9cp,205872,4,ADHD,Joyner Lucas,4
0.415,0.51,0,-5.022,1,0.0343,0.13,0.0,0.101,0.829,176.246,audio_features,3O77c8IZSfkSLCJJSnz2Ni,spotify:track:3O77c8IZSfkSLCJJSnz2Ni,https://api.spotify.com/v1/tracks/3O77c8IZSfkSLCJJSnz2Ni,https://api.spotify.com/v1/audio-analysis/3O77c8IZSfkSLCJJSnz2Ni,174947,4,"Let’s Face The Music And Dance - From ""Sing"" Original Motion Picture Soundtrack",Seth MacFarlane,3
0.417,0.897,8,-3.907,1,0.0682,0.00457,1.37e-05,0.381,0.0586,150.071,audio_features,1X1Yu5FMKjtiDAWhJRS3DG,spotify:track:1X1Yu5FMKjtiDAWhJRS3DG,https://api.spotify.com/v1/tracks/1X1Yu5FMKjtiDAWhJRS3DG,https://api.spotify.com/v1/audio-analysis/1X1Yu5FMKjtiDAWhJRS3DG,204000,4,[METEMPSYCHOSIS.],DEXCORE,4
0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,audio_features,5BIMPccDwShpXq784RJlJp,spotify:track:5BIMPccDwShpXq784RJlJp,https://api.spotify.com/v1/tracks/5BIMPccDwShpXq784RJlJp,https://api.spotify.com/v1/audio-analysis/5BIMPccDwShpXq784RJlJp,331573,4,Enter Sandman,Metallica,0
0.76,0.694,1,-10.766,1,0.0389,0.147,0.000325,0.0942,0.968,121.996,audio_features,644eOlEGSRQYTT13mKFnYE,spotify:track:644eOlEGSRQYTT13mKFnYE,https://api.spotify.com/v1/tracks/644eOlEGSRQYTT13mKFnYE,https://api.spotify.com/v1/audio-analysis/644eOlEGSRQYTT13mKFnYE,433907,4,Mystery Babylon,My Life With The Thrill Kill Kult,2
0.645,0.603,7,-8.69,0,0.151,0.199,0.0,0.882,0.386,82.961,audio_features,0q61uG1UsmKFtgtNjoHEBD,spotify:track:0q61uG1UsmKFtgtNjoHEBD,https://api.spotify.com/v1/tracks/0q61uG1UsmKFtgtNjoHEBD,https://api.spotify.com/v1/audio-analysis/0q61uG1UsmKFtgtNjoHEBD,288253,4,Världen e din,AKI,0
0.863,0.412,8,-11.527,1,0.0348,0.762,0.00245,0.337,0.805,118.033,audio_features,0eaSdnDwPCoXMwPMwko4Ne,spotify:track:0eaSdnDwPCoXMwPMwko4Ne,https://api.spotify.com/v1/tracks/0eaSdnDwPCoXMwPMwko4Ne,https://api.spotify.com/v1/audio-analysis/0eaSdnDwPCoXMwPMwko4Ne,247467,4,De Repente,Soraya,6
0.598,0.588,7,-8.193,1,0.0276,0.0158,0.0,0.223,0.51,120.973,audio_features,32zP6la4t5yuBPRW7aAtGF,spotify:track:32zP6la4t5yuBPRW7aAtGF,https://api.spotify.com/v1/tracks/32zP6la4t5yuBPRW7aAtGF,https://api.spotify.com/v1/audio-analysis/32zP6la4t5yuBPRW7aAtGF,268067,4,All The Rage In Paris,The Derailers,0
0.657,0.374,1,-14.514,1,0.0351,0.133,0.0,0.0858,0.565,116.522,audio_features,3anLo3YZHK747tsn85211N,spotify:track:3anLo3YZHK747tsn85211N,https://api.spotify.com/v1/tracks/3anLo3YZHK747tsn85211N,https://api.spotify.com/v1/audio-analysis/3anLo3YZHK747tsn85211N,193613,4,Te Llame Para Decirte Que Te Quiero,El Tiempo,2
0.515,0.387,4,-7.343,0,0.0567,0.689,0.0,0.126,0.312,135.739,audio_features,2nejvFyJeTDtMRP2nUMt0J,spotify:track:2nejvFyJeTDtMRP2nUMt0J,https://api.spotify.com/v1/tracks/2nejvFyJeTDtMRP2nUMt0J,https://api.spotify.com/v1/audio-analysis/2nejvFyJeTDtMRP2nUMt0J,239427,4,Abrázame Muy Fuerte,Juan Gabriel,0
0.593,0.797,9,-5.738,0,0.0319,0.000131,0.686,0.1,0.591,123.709,audio_features,5OX0tB9eqz65vnoBsZENTn,spotify:track:5OX0tB9eqz65vnoBsZENTn,https://api.spotify.com/v1/tracks/5OX0tB9eqz65vnoBsZENTn,https://api.spotify.com/v1/audio-analysis/5OX0tB9eqz65vnoBsZENTn,280373,4,Valonkantaja,Tehosekoitin,4
0.496,0.873,0,-6.922,1,0.0378,0.00168,0.833,0.275,0.645,76.793,audio_features,2Rb7yqmeDlwMqXMDpxroqw,spotify:track:2Rb7yqmeDlwMqXMDpxroqw,https://api.spotify.com/v1/tracks/2Rb7yqmeDlwMqXMDpxroqw,https://api.spotify.com/v1/audio-analysis/2Rb7yqmeDlwMqXMDpxroqw,142219,4,Zapping Step,Val Daugherty,3
0.449,0.695,5,-9.191,0,0.0316,0.0724,1.03e-05,0.733,0.727,85.755,audio_features,1c0pzy8bkAIuto88zkNk5w,spotify:track:1c0pzy8bkAIuto88zkNk5w,https://api.spotify.com/v1/tracks/1c0pzy8bkAIuto88zkNk5w,https://api.spotify.com/v1/audio-analysis/1c0pzy8bkAIuto88zkNk5w,290080,4,Depressione Caspica,C.S.I.,0
0.623,0.608,2,-9.608,1,0.0262,0.28,8.8e-06,0.172,0.691,146.199,audio_features,0Ku9460DQZejG3egy9Wd72,spotify:track:0Ku9460DQZejG3egy9Wd72,https://api.spotify.com/v1/tracks/0Ku9460DQZejG3egy9Wd72,https://api.spotify.com/v1/audio-analysis/0Ku9460DQZejG3egy9Wd72,192347,4,Highways Run On Forever,Johnny Lee,2
0.553,0.359,0,-11.316,0,0.0252,0.755,0.245,0.172,0.171,96.938,audio_features,5qYcYw42TdwNElhh1VbizH,spotify:track:5qYcYw42TdwNElhh1VbizH,https://api.spotify.com/v1/tracks/5qYcYw42TdwNElhh1VbizH,https://api.spotify.com/v1/audio-analysis/5qYcYw42TdwNElhh1VbizH,251361,4,Game of Chance,Washed Out,2
0.508,0.403,9,-12.05,1,0.0289,0.683,0.0,0.94,0.484,145.026,audio_features,4I6w9Qy2UA7q24IKEcbrHV,spotify:track:4I6w9Qy2UA7q24IKEcbrHV,https://api.spotify.com/v1/tracks/4I6w9Qy2UA7q24IKEcbrHV,https://api.spotify.com/v1/audio-analysis/4I6w9Qy2UA7q24IKEcbrHV,282507,4,Should've Learned By Now,Roger Creager,6
0.362,0.946,5,-2.063,1,0.0791,0.00292,7.64e-06,0.376,0.465,145.094,audio_features,4dWnBpOBqH0uZozF0TYDJF,spotify:track:4dWnBpOBqH0uZozF0TYDJF,https://api.spotify.com/v1/tracks/4dWnBpOBqH0uZozF0TYDJF,https://api.spotify.com/v1/audio-analysis/4dWnBpOBqH0uZozF0TYDJF,204200,4,This Is You Throwing in the Towel,Slaves,0
0.591,0.0881,9,-20.206,1,0.0472,0.806,0.0,0.21,0.302,82.648,audio_features,6Y3AwA8UfVSDjeMrdJyjLK,spotify:track:6Y3AwA8UfVSDjeMrdJyjLK,https://api.spotify.com/v1/tracks/6Y3AwA8UfVSDjeMrdJyjLK,https://api.spotify.com/v1/audio-analysis/6Y3AwA8UfVSDjeMrdJyjLK,178440,4,Se Me Olvidó Otra Vez,Juan Gabriel,1
0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,27OeeYzk6klgBh83TSvGMA,spotify:track:27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA,161385,4,WITHOUT YOU,The Kid LAROI,3
0.619,0.637,2,-7.369,1,0.0286,0.015,0.0,0.374,0.936,105.205,audio_features,3cw3Z7mS55gd3NUjh4k0bL,spotify:track:3cw3Z7mS55gd3NUjh4k0bL,https://api.spotify.com/v1/tracks/3cw3Z7mS55gd3NUjh4k0bL,https://api.spotify.com/v1/audio-analysis/3cw3Z7mS55gd3NUjh4k0bL,246307,4,Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,3
0.769,0.401,7,-9.271,1,0.0657,0.0064,0.113,0.182,0.313,90.161,audio_features,195ODKNZIhssp3x7Dfydlg,spotify:track:195ODKNZIhssp3x7Dfydlg,https://api.spotify.com/v1/tracks/195ODKNZIhssp3x7Dfydlg,https://api.spotify.com/v1/audio-analysis/195ODKNZIhssp3x7Dfydlg,66496,4,Changation,Gritoy,6
0.538,0.538,0,-6.601,0,0.164,0.302,0.0,0.121,0.389,153.958,audio_features,6ej9jEXBeQI7PTbx68KHfi,spotify:track:6ej9jEXBeQI7PTbx68KHfi,https://api.spotify.com/v1/tracks/6ej9jEXBeQI7PTbx68KHfi,https://api.spotify.com/v1/audio-analysis/6ej9jEXBeQI7PTbx68KHfi,337551,4,Hand Of God - Outro,Jon Bellion,3
0.245,0.773,0,-5.985,1,0.0525,0.0665,0.00046,0.358,0.464,148.134,audio_features,5azJUob8ahbXB3M9YFwTpd,spotify:track:5azJUob8ahbXB3M9YFwTpd,https://api.spotify.com/v1/tracks/5azJUob8ahbXB3M9YFwTpd,https://api.spotify.com/v1/audio-analysis/5azJUob8ahbXB3M9YFwTpd,323200,4,When I Get Home,Post Animal,3
0.555,0.487,0,-11.766,1,0.0317,0.13,0.000868,0.169,0.553,118.913,audio_features,6XwmOknVeAwN3OQv1lIzCc,spotify:track:6XwmOknVeAwN3OQv1lIzCc,https://api.spotify.com/v1/tracks/6XwmOknVeAwN3OQv1lIzCc,https://api.spotify.com/v1/audio-analysis/6XwmOknVeAwN3OQv1lIzCc,212000,4,It's a Heartache,Bonnie Tyler,2
0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,audio_features,1daDRI9ahBonbWD8YcxOIB,spotify:track:1daDRI9ahBonbWD8YcxOIB,https://api.spotify.com/v1/tracks/1daDRI9ahBonbWD8YcxOIB,https://api.spotify.com/v1/audio-analysis/1daDRI9ahBonbWD8YcxOIB,196453,4,Angels Like You,Miley Cyrus,0
0.434,0.897,2,-7.159,1,0.0545,1.02e-05,0.662,0.0932,0.668,112.679,audio_features,2YFB9AcEwRzTqBQeCjvZJg,spotify:track:2YFB9AcEwRzTqBQeCjvZJg,https://api.spotify.com/v1/tracks/2YFB9AcEwRzTqBQeCjvZJg,https://api.spotify.com/v1/audio-analysis/2YFB9AcEwRzTqBQeCjvZJg,112440,4,No Backrub,Bikini Kill,3
0.64,0.687,1,-7.422,1,0.338,0.368,0.0,0.0978,0.394,189.797,audio_features,7rNFiL6NGvaXkFkemj91Tg,spotify:track:7rNFiL6NGvaXkFkemj91Tg,https://api.spotify.com/v1/tracks/7rNFiL6NGvaXkFkemj91Tg,https://api.spotify.com/v1/audio-analysis/7rNFiL6NGvaXkFkemj91Tg,184615,4,Jugni 2.0,Kanika Kapoor,3
0.643,0.79,4,-6.643,1,0.024,0.135,0.07,0.149,0.878,99.007,audio_features,5jzc8Kom8RR1r90N9SCZRi,spotify:track:5jzc8Kom8RR1r90N9SCZRi,https://api.spotify.com/v1/tracks/5jzc8Kom8RR1r90N9SCZRi,https://api.spotify.com/v1/audio-analysis/5jzc8Kom8RR1r90N9SCZRi,184984,4,Smoke Machine,Jesse Woods,0
0.625,0.649,2,-5.79,1,0.0595,0.172,0.0,0.0974,0.934,200.929,audio_features,51HIwo8TbxSCMp2wD3MLzq,spotify:track:51HIwo8TbxSCMp2wD3MLzq,https://api.spotify.com/v1/tracks/51HIwo8TbxSCMp2wD3MLzq,https://api.spotify.com/v1/audio-analysis/51HIwo8TbxSCMp2wD3MLzq,183013,3,Los Poderosos,Los Tucanes De Tijuana,3
0.498,0.417,2,-13.386,0,0.0339,0.257,0.823,0.106,0.0748,79.943,audio_features,5CYGrOLXIQxRovWRfDlV4b,spotify:track:5CYGrOLXIQxRovWRfDlV4b,https://api.spotify.com/v1/tracks/5CYGrOLXIQxRovWRfDlV4b,https://api.spotify.com/v1/audio-analysis/5CYGrOLXIQxRovWRfDlV4b,890000,4,Live Looping and Drum Improvisation - Live,Reinhardt Buhr,2
0.466,0.429,8,-4.52,1,0.0445,0.672,0.0,0.0928,0.375,179.462,audio_features,6nzCvAtyADh0wwZEVMoujK,spotify:track:6nzCvAtyADh0wwZEVMoujK,https://api.spotify.com/v1/tracks/6nzCvAtyADh0wwZEVMoujK,https://api.spotify.com/v1/audio-analysis/6nzCvAtyADh0wwZEVMoujK,206680,3,By My Side,JUNNY,4
0.411,0.913,0,-3.473,1,0.0631,5.63e-05,0.0911,0.408,0.199,87.4,audio_features,5bvG8rjuhQxI2W3K61sU1O,spotify:track:5bvG8rjuhQxI2W3K61sU1O,https://api.spotify.com/v1/tracks/5bvG8rjuhQxI2W3K61sU1O,https://api.spotify.com/v1/audio-analysis/5bvG8rjuhQxI2W3K61sU1O,224773,4,Last Tango in Paris,Wristmeetrazor,3
0.625,0.499,11,-6.911,0,0.3,0.726,0.0,0.0948,0.396,96.866,audio_features,1Kn9VWAEqJuNuYRErukO5H,spotify:track:1Kn9VWAEqJuNuYRErukO5H,https://api.spotify.com/v1/tracks/1Kn9VWAEqJuNuYRErukO5H,https://api.spotify.com/v1/audio-analysis/1Kn9VWAEqJuNuYRErukO5H,127292,4,Give Me Lovin',Sajjad,4
0.3,0.0296,4,-25.094,0,0.0355,0.975,0.913,0.0786,0.0798,68.118,audio_features,2wlUU8uTvjeCetz0EyeF5M,spotify:track:2wlUU8uTvjeCetz0EyeF5M,https://api.spotify.com/v1/tracks/2wlUU8uTvjeCetz0EyeF5M,https://api.spotify.com/v1/audio-analysis/2wlUU8uTvjeCetz0EyeF5M,258000,4,Today and it’s gone (Munich Session),Carlos Cipa,5
0.313,0.902,9,-8.057,1,0.112,0.00185,0.865,0.0913,0.346,173.45,audio_features,753GCnF0XHHjZvr9cAtcsI,spotify:track:753GCnF0XHHjZvr9cAtcsI,https://api.spotify.com/v1/tracks/753GCnF0XHHjZvr9cAtcsI,https://api.spotify.com/v1/audio-analysis/753GCnF0XHHjZvr9cAtcsI,584133,4,Closer to Home,Consider the Source,4
0.729,0.381,4,-11.445,1,0.0303,0.578,4.49e-06,0.0821,0.929,88.02,audio_features,39AyLDOmmidKqmwvkNfnD9,spotify:track:39AyLDOmmidKqmwvkNfnD9,https://api.spotify.com/v1/tracks/39AyLDOmmidKqmwvkNfnD9,https://api.spotify.com/v1/audio-analysis/39AyLDOmmidKqmwvkNfnD9,162400,4,Around And Around,Chuck Berry,2
0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,audio_features,7MooGz4ZPE4bNxjFegR6Jx,spotify:track:7MooGz4ZPE4bNxjFegR6Jx,https://api.spotify.com/v1/tracks/7MooGz4ZPE4bNxjFegR6Jx,https://api.spotify.com/v1/audio-analysis/7MooGz4ZPE4bNxjFegR6Jx,289440,4,You Don't Know How It Feels,Tom Petty,4
0.269,0.725,4,-6.533,0,0.0339,0.00644,0.000602,0.154,0.153,93.978,audio_features,2icHusb8jwApPyxKaGYvc7,spotify:track:2icHusb8jwApPyxKaGYvc7,https://api.spotify.com/v1/tracks/2icHusb8jwApPyxKaGYvc7,https://api.spotify.com/v1/audio-analysis/2icHusb8jwApPyxKaGYvc7,402027,4,The Miracle in July,Saybia,0
0.723,0.843,11,-6.724,0,0.139,0.0518,0.0507,0.32,0.42,125.982,audio_features,13bHItq1R7F0k0mVZ4PUG8,spotify:track:13bHItq1R7F0k0mVZ4PUG8,https://api.spotify.com/v1/tracks/13bHItq1R7F0k0mVZ4PUG8,https://api.spotify.com/v1/audio-analysis/13bHItq1R7F0k0mVZ4PUG8,253493,4,Shame On Me,Avicii,4
0.462,0.773,2,-6.149,1,0.0506,0.0669,3.27e-06,0.0874,0.896,148.84,audio_features,08JW4KdXIKzfpA2rZU9GUT,spotify:track:08JW4KdXIKzfpA2rZU9GUT,https://api.spotify.com/v1/tracks/08JW4KdXIKzfpA2rZU9GUT,https://api.spotify.com/v1/audio-analysis/08JW4KdXIKzfpA2rZU9GUT,155160,4,Here's One That Got Away,The Style Council,3
0.706,0.775,1,-5.218,1,0.0468,0.0138,1.04e-06,0.151,0.882,81.04,audio_features,64yn6T5miWO6E408RmBsd7,spotify:track:64yn6T5miWO6E408RmBsd7,https://api.spotify.com/v1/tracks/64yn6T5miWO6E408RmBsd7,https://api.spotify.com/v1/audio-analysis/64yn6T5miWO6E408RmBsd7,206334,4,Dance All Night,Dirty Heads,3
0.373,0.963,7,-3.576,1,0.124,0.000985,0.0,0.603,0.252,170.006,audio_features,1Kock9tBwnKYnPAPWIkyLN,spotify:track:1Kock9tBwnKYnPAPWIkyLN,https://api.spotify.com/v1/tracks/1Kock9tBwnKYnPAPWIkyLN,https://api.spotify.com/v1/audio-analysis/1Kock9tBwnKYnPAPWIkyLN,243336,4,Fissure,"Oh, Sleeper",0
