danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,artist,cluster
0.257,0.866,10,-7.714,0,0.0777,0.000635,0.023,0.548,0.242,128.17,audio_features,3QFSmM1ZXT1kPYajjN9nVp,spotify:track:3QFSmM1ZXT1kPYajjN9nVp,https://api.spotify.com/v1/tracks/3QFSmM1ZXT1kPYajjN9nVp,https://api.spotify.com/v1/audio-analysis/3QFSmM1ZXT1kPYajjN9nVp,380107,4,Caesar's Palace,Morbid Angel,4
0.836,0.703,0,-4.731,1,0.106,0.031,0.0,0.124,0.211,144.959,audio_features,5Vvu6MkyvNVdbsD5oV49Aw,spotify:track:5Vvu6MkyvNVdbsD5oV49Aw,https://api.spotify.com/v1/tracks/5Vvu6MkyvNVdbsD5oV49Aw,https://api.spotify.com/v1/audio-analysis/5Vvu6MkyvNVdbsD5oV49Aw,211893,4,Reverse (feat. G-Eazy),VIC MENSA,3
0.68,0.838,10,-7.039,1,0.0486,0.043,0.0,0.164,0.523,97.343,audio_features,6xpFaIawtN0UxE9uaGr4x8,spotify:track:6xpFaIawtN0UxE9uaGr4x8,https://api.spotify.com/v1/tracks/6xpFaIawtN0UxE9uaGr4x8,https://api.spotify.com/v1/audio-analysis/6xpFaIawtN0UxE9uaGr4x8,198832,4,"Planetary Vibe (From ""Fortnite Battle Royale"")",The Greatest Bits,4
0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,audio_features,5FEXPoPnzueFJQCPRIrC3c,spotify:track:5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/tracks/5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/audio-analysis/5FEXPoPnzueFJQCPRIrC3c,221267,4,Day 'N' Nite (nightmare),Kid Cudi,4
0.654,0.695,9,-8.492,0,0.0396,0.00151,0.584,0.162,0.643,123.236,audio_features,1myuKdMtWJ2UzdUn9Uk4Ah,spotify:track:1myuKdMtWJ2UzdUn9Uk4Ah,https://api.spotify.com/v1/tracks/1myuKdMtWJ2UzdUn9Uk4Ah,https://api.spotify.com/v1/audio-analysis/1myuKdMtWJ2UzdUn9Uk4Ah,205560,4,Trowerchord,The Wellwater Conspiracy,4
0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152,audio_features,0kN8xEmgMW9mh7UmDYHlJP,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,261240,4,Versace on the Floor,Bruno Mars,3
0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,audio_features,2rBBhFXtuMoGuwYTSDpAdF,spotify:track:2rBBhFXtuMoGuwYTSDpAdF,https://api.spotify.com/v1/tracks/2rBBhFXtuMoGuwYTSDpAdF,https://api.spotify.com/v1/audio-analysis/2rBBhFXtuMoGuwYTSDpAdF,217733,4,Don't Leave Me This Way,Thelma Houston,3
0.205,0.0716,7,-28.586,1,0.0442,0.973,0.986,0.133,0.037,49.171,audio_features,1vUWGH6v7CcE9Xz8le56s1,spotify:track:1vUWGH6v7CcE9Xz8le56s1,https://api.spotify.com/v1/tracks/1vUWGH6v7CcE9Xz8le56s1,https://api.spotify.com/v1/audio-analysis/1vUWGH6v7CcE9Xz8le56s1,124000,4,Saltando,Little Symphony,5
0.655,0.776,2,-7.734,1,0.0292,0.584,0.276,0.0555,0.938,102.148,audio_features,62yuifQgxQo0czn9Pt26po,spotify:track:62yuifQgxQo0czn9Pt26po,https://api.spotify.com/v1/tracks/62yuifQgxQo0czn9Pt26po,https://api.spotify.com/v1/audio-analysis/62yuifQgxQo0czn9Pt26po,150760,4,Cleo's Back,Jr. Walker & The All Stars,3
0.829,0.437,5,-13.898,0,0.141,0.452,0.937,0.0987,0.425,91.981,audio_features,4Bnb8yGExmU2tLroKWmmtf,spotify:track:4Bnb8yGExmU2tLroKWmmtf,https://api.spotify.com/v1/tracks/4Bnb8yGExmU2tLroKWmmtf,https://api.spotify.com/v1/audio-analysis/4Bnb8yGExmU2tLroKWmmtf,147391,4,Make Up Your Mind,Altair Blake,2
0.576,0.725,11,-8.73,1,0.0276,0.0188,5.04e-05,0.103,0.56,96.974,audio_features,2tOutzFrnYl5TqzLqlx4Vw,spotify:track:2tOutzFrnYl5TqzLqlx4Vw,https://api.spotify.com/v1/tracks/2tOutzFrnYl5TqzLqlx4Vw,https://api.spotify.com/v1/audio-analysis/2tOutzFrnYl5TqzLqlx4Vw,256533,4,No Man Is an Island,Tenth Avenue North,4
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0
0.732,0.719,10,-5.076,0,0.0954,0.0891,0.0,0.0596,0.863,84.989,audio_features,7s7yRjAnmqnNkT8TaRkzvc,spotify:track:7s7yRjAnmqnNkT8TaRkzvc,https://api.spotify.com/v1/tracks/7s7yRjAnmqnNkT8TaRkzvc,https://api.spotify.com/v1/audio-analysis/7s7yRjAnmqnNkT8TaRkzvc,272520,4,Fuck All Y'All,2Pac,4
0.341,0.769,0,-5.185,1,0.119,0.166,2.37e-05,0.0753,0.642,149.381,audio_features,1JpkV9TlY8wlZ0ayx4VJRs,spotify:track:1JpkV9TlY8wlZ0ayx4VJRs,https://api.spotify.com/v1/tracks/1JpkV9TlY8wlZ0ayx4VJRs,https://api.spotify.com/v1/audio-analysis/1JpkV9TlY8wlZ0ayx4VJRs,223707,4,Knife Edge,Matt Corby,3
0.637,0.985,6,-3.809,0,0.184,0.00988,0.00857,0.0649,0.374,145.111,audio_features,02FuO3zDHGFAz0yP7HHGvy,spotify:track:02FuO3zDHGFAz0yP7HHGvy,https://api.spotify.com/v1/tracks/02FuO3zDHGFAz0yP7HHGvy,https://api.spotify.com/v1/audio-analysis/02FuO3zDHGFAz0yP7HHGvy,307862,4,Cinema - Skrillex Remix,Benny Benassi,0
0.67,0.501,0,-9.808,1,0.0304,0.239,0.0,0.0625,0.439,128.972,audio_features,3ZAerESDboBquCx72KoAT8,spotify:track:3ZAerESDboBquCx72KoAT8,https://api.spotify.com/v1/tracks/3ZAerESDboBquCx72KoAT8,https://api.spotify.com/v1/audio-analysis/3ZAerESDboBquCx72KoAT8,300520,4,If I Never Get To Heaven,Javier,2
0.321,0.82,0,-4.459,0,0.0422,0.00305,0.0,0.34,0.198,166.859,audio_features,2QZxpZDfJjhEGclSszvMVX,spotify:track:2QZxpZDfJjhEGclSszvMVX,https://api.spotify.com/v1/tracks/2QZxpZDfJjhEGclSszvMVX,https://api.spotify.com/v1/audio-analysis/2QZxpZDfJjhEGclSszvMVX,249320,4,It's All Over,Three Days Grace,3
0.453,0.228,0,-13.907,1,0.0444,0.736,1.32e-06,0.193,0.471,127.497,audio_features,2zSnnXvex1yMcPUn4mg27H,spotify:track:2zSnnXvex1yMcPUn4mg27H,https://api.spotify.com/v1/tracks/2zSnnXvex1yMcPUn4mg27H,https://api.spotify.com/v1/audio-analysis/2zSnnXvex1yMcPUn4mg27H,147067,4,I Could Write a Book,"Harry Connick, Jr.",2
0.755,0.518,10,-5.024,0,0.228,0.341,1.41e-05,0.446,0.507,174.009,audio_features,2MsIbNboEVduidfmcThA0U,spotify:track:2MsIbNboEVduidfmcThA0U,https://api.spotify.com/v1/tracks/2MsIbNboEVduidfmcThA0U,https://api.spotify.com/v1/audio-analysis/2MsIbNboEVduidfmcThA0U,322627,4,Recuerdos (Remix),Juhn,4
0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,audio_features,1NrJYpdAi7uosDRPmSYrsG,spotify:track:1NrJYpdAi7uosDRPmSYrsG,https://api.spotify.com/v1/tracks/1NrJYpdAi7uosDRPmSYrsG,https://api.spotify.com/v1/audio-analysis/1NrJYpdAi7uosDRPmSYrsG,208107,4,Apologize,OneRepublic,4
0.679,0.509,4,-7.31,1,0.0617,0.0856,0.0,0.438,0.534,144.29,audio_features,5KSJ9k1FYjFLnIRlJT2wF8,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/tracks/5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/audio-analysis/5KSJ9k1FYjFLnIRlJT2wF8,223547,4,Tha Crossroads,Bone Thugs-N-Harmony,0
0.466,0.846,7,-6.622,1,0.0427,0.000408,0.62,0.406,0.211,150.035,audio_features,40MgpK0HeGjUyR1SJpvxSi,spotify:track:40MgpK0HeGjUyR1SJpvxSi,https://api.spotify.com/v1/tracks/40MgpK0HeGjUyR1SJpvxSi,https://api.spotify.com/v1/audio-analysis/40MgpK0HeGjUyR1SJpvxSi,257267,4,Science of Fear,The Temper Trap,0
0.702,0.85,3,-4.877,0,0.0654,0.00168,0.795,0.093,0.461,140.052,audio_features,66P8ZVw62ZwQ9hWYvqWreG,spotify:track:66P8ZVw62ZwQ9hWYvqWreG,https://api.spotify.com/v1/tracks/66P8ZVw62ZwQ9hWYvqWreG,https://api.spotify.com/v1/audio-analysis/66P8ZVw62ZwQ9hWYvqWreG,305497,4,Drunken Master,Silkie,3
0.348,0.526,9,-12.454,1,0.0414,0.188,0.00411,0.488,0.561,122.606,audio_features,1dDzeqgr8IObq1J8pj2qA9,spotify:track:1dDzeqgr8IObq1J8pj2qA9,https://api.spotify.com/v1/tracks/1dDzeqgr8IObq1J8pj2qA9,https://api.spotify.com/v1/audio-analysis/1dDzeqgr8IObq1J8pj2qA9,322227,4,Sea Of Joy,Blind Faith,6
0.482,0.979,9,-2.82,1,0.0792,0.000165,0.316,0.703,0.38,110.016,audio_features,5pyXMKcD2WHuzCuRczcXpw,spotify:track:5pyXMKcD2WHuzCuRczcXpw,https://api.spotify.com/v1/tracks/5pyXMKcD2WHuzCuRczcXpw,https://api.spotify.com/v1/audio-analysis/5pyXMKcD2WHuzCuRczcXpw,152973,4,Full Blown Meltdown,PUP,4
0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,audio_features,60iSKGrGazRzICtMjADNSM,spotify:track:60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/tracks/60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/audio-analysis/60iSKGrGazRzICtMjADNSM,205687,4,Hold Me While You Wait,Lewis Capaldi,4
0.868,0.427,8,-11.167,1,0.346,0.909,0.00898,0.101,0.547,82.033,audio_features,6kAMaQt8UveeTctekIpUjF,spotify:track:6kAMaQt8UveeTctekIpUjF,https://api.spotify.com/v1/tracks/6kAMaQt8UveeTctekIpUjF,https://api.spotify.com/v1/audio-analysis/6kAMaQt8UveeTctekIpUjF,122749,4,we used to talk every night,Elijah Who,6
0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,audio_features,13HVjjWUZFaWilh2QUJKsP,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,260533,4,Let It Go,James Bay,2
0.594,0.875,11,-4.452,0,0.0584,0.0552,0.000148,0.149,0.477,160.008,audio_features,6WtBCTeMrTC9oKQ8dgSWcM,spotify:track:6WtBCTeMrTC9oKQ8dgSWcM,https://api.spotify.com/v1/tracks/6WtBCTeMrTC9oKQ8dgSWcM,https://api.spotify.com/v1/audio-analysis/6WtBCTeMrTC9oKQ8dgSWcM,198067,4,Silent Night,DREAMCATCHER,4
0.484,0.898,10,-4.917,1,0.0897,0.0277,0.000994,0.104,0.155,171.035,audio_features,2Pd1KbuhiUwYc4pUTuXjdf,spotify:track:2Pd1KbuhiUwYc4pUTuXjdf,https://api.spotify.com/v1/tracks/2Pd1KbuhiUwYc4pUTuXjdf,https://api.spotify.com/v1/audio-analysis/2Pd1KbuhiUwYc4pUTuXjdf,212813,4,I Keep Wondering,Parade of Lights,4
0.68,0.675,2,-7.998,1,0.191,0.772,0.0,0.069,0.805,84.967,audio_features,4zzXm1QJQXWLyUfFhWZBRg,spotify:track:4zzXm1QJQXWLyUfFhWZBRg,https://api.spotify.com/v1/tracks/4zzXm1QJQXWLyUfFhWZBRg,https://api.spotify.com/v1/audio-analysis/4zzXm1QJQXWLyUfFhWZBRg,122867,4,Don't Be Cruel,Elvis Presley,3
0.399,0.576,8,-7.579,1,0.0317,0.202,0.00188,0.0621,0.178,165.265,audio_features,3Zj5P4UEvqgWvr0vr37yZK,spotify:track:3Zj5P4UEvqgWvr0vr37yZK,https://api.spotify.com/v1/tracks/3Zj5P4UEvqgWvr0vr37yZK,https://api.spotify.com/v1/audio-analysis/3Zj5P4UEvqgWvr0vr37yZK,475667,3,The Mists Of Time,John Mayall & The Bluesbreakers,4
0.165,0.107,5,-19.407,1,0.0386,0.958,0.914,0.0766,0.0414,109.986,audio_features,6iOClrruKsjftynOCfH6B8,spotify:track:6iOClrruKsjftynOCfH6B8,https://api.spotify.com/v1/tracks/6iOClrruKsjftynOCfH6B8,https://api.spotify.com/v1/audio-analysis/6iOClrruKsjftynOCfH6B8,268162,3,Our Way of Life Will Endure,Inon Zur,1
0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,audio_features,6J6RWKCPN5RFKHUKEUFjxS,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,https://api.spotify.com/v1/tracks/6J6RWKCPN5RFKHUKEUFjxS,https://api.spotify.com/v1/audio-analysis/6J6RWKCPN5RFKHUKEUFjxS,267293,4,Step by Step,New Kids On The Block,2
0.615,0.336,2,-18.634,0,0.0589,0.784,0.85,0.113,0.45,90.472,audio_features,6MH0J3KUfEVWpz7XEpHOJW,spotify:track:6MH0J3KUfEVWpz7XEpHOJW,https://api.spotify.com/v1/tracks/6MH0J3KUfEVWpz7XEpHOJW,https://api.spotify.com/v1/audio-analysis/6MH0J3KUfEVWpz7XEpHOJW,172400,4,Quiet Nights Of Quiet Stars (Corcovado),Oscar Peterson Trio,1
0.654,0.939,2,-3.829,1,0.0556,0.00581,0.0124,0.661,0.534,110.986,audio_features,2j219ocVSxgt7eZ3KNw9a6,spotify:track:2j219ocVSxgt7eZ3KNw9a6,https://api.spotify.com/v1/tracks/2j219ocVSxgt7eZ3KNw9a6,https://api.spotify.com/v1/audio-analysis/2j219ocVSxgt7eZ3KNw9a6,253213,4,Take Me Down,The Pretty Reckless,3
0.506,0.909,8,-3.629,1,0.0528,0.0261,0.0,0.155,0.814,168.021,audio_features,4GF00uRxC4ECrxNEbnapqf,spotify:track:4GF00uRxC4ECrxNEbnapqf,https://api.spotify.com/v1/tracks/4GF00uRxC4ECrxNEbnapqf,https://api.spotify.com/v1/audio-analysis/4GF00uRxC4ECrxNEbnapqf,200267,4,Rock Me,One Direction,4
0.616,0.662,4,-7.124,0,0.171,0.381,0.0282,0.108,0.699,94.025,audio_features,2mlbdEQDXSjnyCbGeKJcdt,spotify:track:2mlbdEQDXSjnyCbGeKJcdt,https://api.spotify.com/v1/tracks/2mlbdEQDXSjnyCbGeKJcdt,https://api.spotify.com/v1/audio-analysis/2mlbdEQDXSjnyCbGeKJcdt,172368,4,Ancestors,Lil Weirdo,0
0.589,0.94,9,-2.248,1,0.0733,0.00262,0.02,0.33,0.773,140.988,audio_features,0PFV7UhCBbt1DePHgIdBUR,spotify:track:0PFV7UhCBbt1DePHgIdBUR,https://api.spotify.com/v1/tracks/0PFV7UhCBbt1DePHgIdBUR,https://api.spotify.com/v1/audio-analysis/0PFV7UhCBbt1DePHgIdBUR,212867,4,Let's Do This,Hannah Montana,4
0.558,0.615,8,-9.171,1,0.0295,0.0537,0.0,0.0836,0.883,104.104,audio_features,2hvGKltB5WfvSFhfwlRgj4,spotify:track:2hvGKltB5WfvSFhfwlRgj4,https://api.spotify.com/v1/tracks/2hvGKltB5WfvSFhfwlRgj4,https://api.spotify.com/v1/audio-analysis/2hvGKltB5WfvSFhfwlRgj4,185427,4,It's A Desperate Situation - 1994 Love Starved Heart Version (Mono),Marvin Gaye,6
0.21,0.468,0,-10.445,0,0.0345,0.913,0.0113,0.148,0.182,79.626,audio_features,2DRfj7ED4RlR9VUthABPXg,spotify:track:2DRfj7ED4RlR9VUthABPXg,https://api.spotify.com/v1/tracks/2DRfj7ED4RlR9VUthABPXg,https://api.spotify.com/v1/audio-analysis/2DRfj7ED4RlR9VUthABPXg,236199,4,Vereda Tropical,Javier Solís,2
0.656,0.506,5,-12.632,1,0.0379,0.808,0.857,0.139,0.464,132.34,audio_features,4X32Ushy855INCdW6uZTw0,spotify:track:4X32Ushy855INCdW6uZTw0,https://api.spotify.com/v1/tracks/4X32Ushy855INCdW6uZTw0,https://api.spotify.com/v1/audio-analysis/4X32Ushy855INCdW6uZTw0,566960,3,Querido Metheny,Vicente Amigo,2
0.943,0.73,10,-5.205,0,0.338,0.0994,0.0,0.0913,0.709,132.035,audio_features,58JBc8TrX72POr2WD6R26K,spotify:track:58JBc8TrX72POr2WD6R26K,https://api.spotify.com/v1/tracks/58JBc8TrX72POr2WD6R26K,https://api.spotify.com/v1/audio-analysis/58JBc8TrX72POr2WD6R26K,127320,4,Bird's Nest,Warhol.SS,4
0.522,0.955,0,-5.221,1,0.0677,0.000253,0.0979,0.298,0.276,111.974,audio_features,0C9JzWHcKsyY8AzgCM97h0,spotify:track:0C9JzWHcKsyY8AzgCM97h0,https://api.spotify.com/v1/tracks/0C9JzWHcKsyY8AzgCM97h0,https://api.spotify.com/v1/audio-analysis/0C9JzWHcKsyY8AzgCM97h0,191728,5,Elektra,Refused,3
0.626,0.924,7,-6.076,1,0.0478,0.0133,3.11e-06,0.388,0.743,102.885,audio_features,07QVDED8uTLT6IFkQCk7Hj,spotify:track:07QVDED8uTLT6IFkQCk7Hj,https://api.spotify.com/v1/tracks/07QVDED8uTLT6IFkQCk7Hj,https://api.spotify.com/v1/audio-analysis/07QVDED8uTLT6IFkQCk7Hj,181800,4,Atrapados en el ascensor,UN PINGUINO EN MI ASCENSOR,0
0.719,0.527,5,-12.314,1,0.0552,0.904,0.894,0.153,0.956,152.042,audio_features,4zZbB2buSpbCV99bt1CIfb,spotify:track:4zZbB2buSpbCV99bt1CIfb,https://api.spotify.com/v1/tracks/4zZbB2buSpbCV99bt1CIfb,https://api.spotify.com/v1/audio-analysis/4zZbB2buSpbCV99bt1CIfb,100120,4,"Zoosters Breakout (From ""Madagascar"")",London Music Works,2
0.851,0.601,11,-8.444,1,0.119,0.59,1.87e-06,0.313,0.864,89.971,audio_features,03ITeFvMvTRpTC92WsQWw5,spotify:track:03ITeFvMvTRpTC92WsQWw5,https://api.spotify.com/v1/tracks/03ITeFvMvTRpTC92WsQWw5,https://api.spotify.com/v1/audio-analysis/03ITeFvMvTRpTC92WsQWw5,202000,4,La Cumbia de los Monjes,Ritmo Y Sabor,4
0.616,0.938,1,-9.426,1,0.218,0.327,7.5e-05,0.081,0.533,96.227,audio_features,45nvQsjtXL6L570JJ1grBi,spotify:track:45nvQsjtXL6L570JJ1grBi,https://api.spotify.com/v1/tracks/45nvQsjtXL6L570JJ1grBi,https://api.spotify.com/v1/audio-analysis/45nvQsjtXL6L570JJ1grBi,234733,4,You Can't Stop The Prophet,Jeru The Damaja,2
0.558,0.592,0,-8.104,0,0.153,0.15,0.0,0.123,0.398,80.788,audio_features,1xGxSCtX96DB7inpF2wKIS,spotify:track:1xGxSCtX96DB7inpF2wKIS,https://api.spotify.com/v1/tracks/1xGxSCtX96DB7inpF2wKIS,https://api.spotify.com/v1/audio-analysis/1xGxSCtX96DB7inpF2wKIS,216295,4,Burning Memories (feat. Lil Skies),Machine Gun Kelly,3
0.498,0.86,1,-7.358,1,0.426,0.213,0.0,0.993,0.649,95.016,audio_features,5XRO5KnH7OvMPElYl8QYkD,spotify:track:5XRO5KnH7OvMPElYl8QYkD,https://api.spotify.com/v1/tracks/5XRO5KnH7OvMPElYl8QYkD,https://api.spotify.com/v1/audio-analysis/5XRO5KnH7OvMPElYl8QYkD,193320,4,"Open Mic Nite, Pt. 2 (feat. Lord Sear & Hydro)",Viktor Vaughn,3
0.804,0.456,8,-7.44,1,0.0468,0.000668,0.0,0.31,0.165,130.014,audio_features,4GkkxswcdEt1tkSyiRzgnC,spotify:track:4GkkxswcdEt1tkSyiRzgnC,https://api.spotify.com/v1/tracks/4GkkxswcdEt1tkSyiRzgnC,https://api.spotify.com/v1/audio-analysis/4GkkxswcdEt1tkSyiRzgnC,225135,4,Draco,Future,4
0.434,0.285,3,-14.935,1,0.0333,0.921,0.833,0.168,0.0396,133.962,audio_features,3nHWJEJlL1wUvvsQG7UTat,spotify:track:3nHWJEJlL1wUvvsQG7UTat,https://api.spotify.com/v1/tracks/3nHWJEJlL1wUvvsQG7UTat,https://api.spotify.com/v1/audio-analysis/3nHWJEJlL1wUvvsQG7UTat,86067,4,Cleaning Apartment,Clint Mansell,2
0.558,0.735,7,-7.956,1,0.189,0.181,0.00159,0.145,0.0687,149.949,audio_features,0FBdjXRk7WoxdFsOiLnmNW,spotify:track:0FBdjXRk7WoxdFsOiLnmNW,https://api.spotify.com/v1/tracks/0FBdjXRk7WoxdFsOiLnmNW,https://api.spotify.com/v1/audio-analysis/0FBdjXRk7WoxdFsOiLnmNW,177594,4,Raiders Of The Sun - Headhunterz Edit,Project One,0
0.473,0.749,1,-5.047,0,0.0287,0.000466,5.5e-06,0.0883,0.167,150.022,audio_features,5icbZiF6lcuEORG0UzMsS2,spotify:track:5icbZiF6lcuEORG0UzMsS2,https://api.spotify.com/v1/tracks/5icbZiF6lcuEORG0UzMsS2,https://api.spotify.com/v1/audio-analysis/5icbZiF6lcuEORG0UzMsS2,216627,4,Every Time You Leave,I Prevail,3
0.431,0.651,0,-10.161,1,0.0374,0.093,0.0346,0.168,0.544,122.227,audio_features,3ggTCH9i9dJ0sRdAxFGzcr,spotify:track:3ggTCH9i9dJ0sRdAxFGzcr,https://api.spotify.com/v1/tracks/3ggTCH9i9dJ0sRdAxFGzcr,https://api.spotify.com/v1/audio-analysis/3ggTCH9i9dJ0sRdAxFGzcr,382933,4,Burn Down The Mission,Elton John,2
0.763,0.461,1,-13.018,1,0.285,0.0431,0.0,0.159,0.486,130.02,audio_features,2puX5YsFBiN655BspufhFo,spotify:track:2puX5YsFBiN655BspufhFo,https://api.spotify.com/v1/tracks/2puX5YsFBiN655BspufhFo,https://api.spotify.com/v1/audio-analysis/2puX5YsFBiN655BspufhFo,149143,4,Hugs and Kisses,Yung Brazk,2
0.813,0.885,2,-6.088,1,0.0334,0.161,0.0,0.0881,0.812,130.02,audio_features,1l0onnv5IkFOkh0DfUNguE,spotify:track:1l0onnv5IkFOkh0DfUNguE,https://api.spotify.com/v1/tracks/1l0onnv5IkFOkh0DfUNguE,https://api.spotify.com/v1/audio-analysis/1l0onnv5IkFOkh0DfUNguE,206747,4,A Kiss Is All I Miss,yoomiii,3
0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,audio_features,6JRLFiX9NJSoRRKxowlBYr,spotify:track:6JRLFiX9NJSoRRKxowlBYr,https://api.spotify.com/v1/tracks/6JRLFiX9NJSoRRKxowlBYr,https://api.spotify.com/v1/audio-analysis/6JRLFiX9NJSoRRKxowlBYr,232200,4,Is This Love,Bob Marley & The Wailers,0
0.266,0.207,9,-14.595,0,0.0352,0.988,0.577,0.215,0.362,186.427,audio_features,6BbLqagnzIdIUxxAPO9nHt,spotify:track:6BbLqagnzIdIUxxAPO9nHt,https://api.spotify.com/v1/tracks/6BbLqagnzIdIUxxAPO9nHt,https://api.spotify.com/v1/audio-analysis/6BbLqagnzIdIUxxAPO9nHt,162560,3,The Lion and the Wolf,Thrice,6
0.797,0.827,5,-5.607,1,0.0418,0.0334,0.101,0.288,0.68,121.979,audio_features,6b56B8Ew3d0WDnd4Vq01Gh,spotify:track:6b56B8Ew3d0WDnd4Vq01Gh,https://api.spotify.com/v1/tracks/6b56B8Ew3d0WDnd4Vq01Gh,https://api.spotify.com/v1/audio-analysis/6b56B8Ew3d0WDnd4Vq01Gh,169402,4,Don't Wanna Dance,Boston Bun,0
0.5,0.246,10,-14.924,1,0.0455,0.699,0.0314,0.131,0.35,70.561,audio_features,1qHFxjvmKpmwZUcXckLkYc,spotify:track:1qHFxjvmKpmwZUcXckLkYc,https://api.spotify.com/v1/tracks/1qHFxjvmKpmwZUcXckLkYc,https://api.spotify.com/v1/audio-analysis/1qHFxjvmKpmwZUcXckLkYc,319333,4,How Long Blues,T-Bone Walker,6
0.603,0.779,11,-8.993,0,0.0305,0.502,0.237,0.62,0.417,101.978,audio_features,38b1DeACd0UbDYh3j2rZfs,spotify:track:38b1DeACd0UbDYh3j2rZfs,https://api.spotify.com/v1/tracks/38b1DeACd0UbDYh3j2rZfs,https://api.spotify.com/v1/audio-analysis/38b1DeACd0UbDYh3j2rZfs,183373,4,Maestranza,Fleet Foxes,4
0.816,0.514,9,-9.312,1,0.0942,0.216,0.0,0.0965,0.339,99.486,audio_features,5XrRfnVqGtEhGjMqr9JtrQ,spotify:track:5XrRfnVqGtEhGjMqr9JtrQ,https://api.spotify.com/v1/tracks/5XrRfnVqGtEhGjMqr9JtrQ,https://api.spotify.com/v1/audio-analysis/5XrRfnVqGtEhGjMqr9JtrQ,141106,4,La Verdad,Herencia de Patrones,6
0.917,0.494,1,-5.772,1,0.085,0.0393,0.0,0.194,0.341,143.048,audio_features,34e2WyzmjG2aDk7KykOOZZ,spotify:track:34e2WyzmjG2aDk7KykOOZZ,https://api.spotify.com/v1/tracks/34e2WyzmjG2aDk7KykOOZZ,https://api.spotify.com/v1/audio-analysis/34e2WyzmjG2aDk7KykOOZZ,208976,4,Take It Down (feat. Offset),Pardison Fontaine,3
0.539,0.265,4,-14.813,1,0.172,0.876,2.01e-06,0.369,0.376,149.758,audio_features,4zI2FjKRrdP6LxTO8PYh69,spotify:track:4zI2FjKRrdP6LxTO8PYh69,https://api.spotify.com/v1/tracks/4zI2FjKRrdP6LxTO8PYh69,https://api.spotify.com/v1/audio-analysis/4zI2FjKRrdP6LxTO8PYh69,250000,3,La Stazione Dei Ricordi,Ultimo,2
0.716,0.634,5,-10.623,0,0.0296,0.33,0.0121,0.146,0.822,94.207,audio_features,6dFclWx2MJ8u7hfIngFpfW,spotify:track:6dFclWx2MJ8u7hfIngFpfW,https://api.spotify.com/v1/tracks/6dFclWx2MJ8u7hfIngFpfW,https://api.spotify.com/v1/audio-analysis/6dFclWx2MJ8u7hfIngFpfW,248907,4,A Letter To Tracy,Keb' Mo',2
0.817,0.18,1,-12.885,1,0.0576,0.929,0.000144,0.101,0.561,109.01,audio_features,3aLGzF8SciYNfp6wp8eOkv,spotify:track:3aLGzF8SciYNfp6wp8eOkv,https://api.spotify.com/v1/tracks/3aLGzF8SciYNfp6wp8eOkv,https://api.spotify.com/v1/audio-analysis/3aLGzF8SciYNfp6wp8eOkv,263478,4,Another Rainbow,Bo Napoleon,2
